article_title	PMID	sentence	short_form	long_form
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	Lymphocyte volume standard deviation (LV-SD), lymphocyte conductivity standard deviation (LC-SD) and lymphocyte light scatter standard deviation (LS-SD) were significantly higher in the COVID-19 group than in common cold and control groups (p &lt; 0.05).	LS-SD	light scatter standard deviation
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	The corresponding mean lymphocyte light scattering  (MLS) was significantly reduced in the COVID-19 group, relative to the common cold group, but was significantly increased, when compared with the control group (p &lt; 0.05).	MLS	mean lymphocyte light scattering  
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	Moreover, there was no significant difference in mean lymphocyte volume (MLV) between the COVID-19 group and the common cold or control group (p &gt; 0.05), but it was significantly higher in the common cold group than in the control group (p &lt; 0.05).	MLV	mean lymphocyte volume
Lymphocyte cell population as a potential hematological index for early diagnosis of COVID-19.	33287943	At a cutoff value ≥ 11.89, LC-SD achieved 84.4 % sensitivity, 87.5 % specificity, and an area under the curve (AUC) of 0.888.	AUC	area under the curve
Investigation of regulation and mechanism of miR-223 on autophagy of CD4 + T lymphocytes in septic mice.	33287944	Twenty male miR-223 knockout(miR-223-/-) mice were randomly divided into, according to intraperitoneal injection of normal saline (NS) and E. coli solution, normal saline (WT NS) group, sepsis (WT Sep) group,	NS	normal saline
Investigation of regulation and mechanism of miR-223 on autophagy of CD4 + T lymphocytes in septic mice.	33287944	Twenty male miR-223 knockout(miR-223-/-) mice were randomly divided into, according to intraperitoneal injection of normal saline (NS) and E. coli solution, normal saline (WT NS) group, sepsis (WT Sep) group,	WT Sep	WT NS) group, sepsis
A comprehensive review of histopathological findings of infections induced by COVID-19.	33287945	The severe acute respiratory syndrome (SARS)-Coronavirus (CoV2) virus, first identified in Wuhan, China, caused the coronavirus disease 2019 (COVID-19) which soon became a global pandemic, as labelled by the World Health Organization (WHO).	COVID-19	coronavirus disease 2019
A comprehensive review of histopathological findings of infections induced by COVID-19.	33287945	The severe acute respiratory syndrome (SARS)-Coronavirus (CoV2) virus, first identified in Wuhan, China, caused the coronavirus disease 2019 (COVID-19) which soon became a global pandemic, as labelled by the World Health Organization (WHO).	WHO	World Health Organization
A comprehensive review of histopathological findings of infections induced by COVID-19.	33287945	Survival chances of the infected can remarkably increase if the virus is diagnosed timely by reverse transcription-polymerase chain reaction (RT-PCR) or computed tomography (CT) scan of the chest.	RT-PCR	reverse transcription-polymerase chain reaction
A comprehensive review of histopathological findings of infections induced by COVID-19.	33287945	Survival chances of the infected can remarkably increase if the virus is diagnosed timely by reverse transcription-polymerase chain reaction (RT-PCR) or computed tomography (CT) scan of the chest.	CT	computed tomography
A comprehensive review of histopathological findings of infections induced by COVID-19.	33287945	One of the destructive effects of COVID-19 is the formation of ground-glass opacity (GGO) in the lungs which might be regarded to be equivalent to high-altitude pulmonary edema (HAPE).	GGO	ground-glass opacity
A comprehensive review of histopathological findings of infections induced by COVID-19.	33287945	One of the destructive effects of COVID-19 is the formation of ground-glass opacity (GGO) in the lungs which might be regarded to be equivalent to high-altitude pulmonary edema (HAPE).	HAPE	high-altitude pulmonary edema
A comprehensive review of histopathological findings of infections induced by COVID-19.	33287945	COVID-19 acts very similarly to SARS and Middle East Respiratory Syndrome (MERS) which can be inactivated by the chemical compounds of ethanol and sodium hypochlorite.	MERS	Middle East Respiratory Syndrome
Predawn leaf conductance depends on previous day irradiance but is not related to growth in aspen saplings grown under artificially manipulated air humidity.	33287949	To identify linkages between night-time leaf conductance (gl_night), A, R, and tree growth, we conducted an experiment in hybrid aspen saplings grown under different air relative humidity (RH) conditions and previous day irradiance level (IR_pday).	RH	relative humidity
Wild-type p53-induced phosphatase 1 (WIP1) regulates the proliferation of swine Sertoli cells through P53.	33287951	Wild-type p53-induced phosphatase 1 (WIP1) plays an oncogenic function by increasing cell proliferation in various cancer types.	WIP1	Wild-type p53-induced phosphatase 1
Wild-type p53-induced phosphatase 1 (WIP1) regulates the proliferation of swine Sertoli cells through P53.	33287951	The WIP1 inhibitor GSK2830371, WIP1-short interference (si) RNAs and an upstream microRNA (miR-16) were used to inhibit the expression of WIP1, after which the proliferation of swine Sertoli cells, P53 expression and the levels of P53 phosphorylation were determined.	si	short interference
The clinical impacts of sleep apnea on mortality and allograft function in kidney transplant patients: A meta-analysis.	33287952	Sleep apnea (SA) is common in patients with advanced chronic kidney disease.	SA	Sleep apnea
Keratan sulfate proteoglycan as an axonal insulating barrier in the forebrain of fetuses with alobar/semi-lobar holoprosencephaly.	33287953	Keratan sulfate (KS) is an abundant proteoglycan in the developing human CNS where it functions as an extracellular axonal guidance molecule, repelling glutamatergic while facilitating -GABAergic axons.	KS	Keratan sulfate
Keratan sulfate proteoglycan as an axonal insulating barrier in the forebrain of fetuses with alobar/semi-lobar holoprosencephaly.	33287953	Its possible role in the pathogenesis of fetal holoprosencephaly (HPE) was studied.	HPE	holoprosencephaly
Antibiotics prescriptions for pneumonia analyzed by claim information in Japan.	33287955	Japan is an aging society, and pneumonia is the leading cause of death, but the suitability of antibiotics for treating community-acquired pneumonia (CAP) in Japan is not clear.	CAP	community-acquired pneumonia
Quality comparison between two different types of platelet-rich plasma for knee osteoarthritis.	33287956	Knee osteoarthritis (KOA), the most common form of osteoarthritis (OA) is a considerable health concern worldwide.	KOA	Knee osteoarthritis
Quality comparison between two different types of platelet-rich plasma for knee osteoarthritis.	33287956	Knee osteoarthritis (KOA), the most common form of osteoarthritis (OA) is a considerable health concern worldwide.	OA	osteoarthritis
Quality comparison between two different types of platelet-rich plasma for knee osteoarthritis.	33287956	Platelet-rich plasma (PRP) is a common therapeutic option for KOA.	PRP	Platelet-rich plasma
Neutrophil infiltration regulates clock-gene expression to organize daily hepatic metabolism.	33287957	Here, we demonstrated that in steady state, neutrophils infiltrated the mouse liver following a circadian pattern and regulated hepatocyte clock-genes by neutrophil elastase (NE) secretion.	NE	neutrophil elastase
Neutrophil infiltration regulates clock-gene expression to organize daily hepatic metabolism.	33287957	NE signals through c-Jun NH2-terminal kinase (JNK) inhibiting fibroblast growth factor 21 (FGF21) and activating Bmal1 expression in the hepatocyte.	JNK	Jun NH2-terminal kinase
Neutrophil infiltration regulates clock-gene expression to organize daily hepatic metabolism.	33287957	NE signals through c-Jun NH2-terminal kinase (JNK) inhibiting fibroblast growth factor 21 (FGF21) and activating Bmal1 expression in the hepatocyte.	FGF21	fibroblast growth factor 21
The malaria parasite sheddase SUB2 governs host red blood cell membrane sealing at invasion.	33287958	Red blood cell (RBC) invasion by malaria merozoites involves formation of a parasitophorous vacuole into which the parasite moves.	RBC	Red blood cell
Prevalence of smoking, alcohol consumption and metabolic syndrome in patients with psoriasis.	33287966	Coexistence of obesity, hypertension, insulin resistance and dyslipidemia is defined as metabolic syndrome (MBS), which is among the important risk indicators for cardiovascular diseases, diabetes and stroke.	MBS	metabolic syndrome
Innate immunity and effector and regulatory mechanisms involved in allergic contact dermatitis.	33287973	Some contact allergens are detected by Toll-like receptors (TLRs) and inflammasome NLR3.	TLRs	Toll-like receptors
GhVLN4 is involved in multiple stress responses and required for resistance to Verticillium wilt.	33287998	As structural and signaling platform in plant cell, the actin cytoskeleton is regulated by diverse actin binding proteins (ABPs).	ABPs	actin binding proteins
Mg deficiency induces photo-oxidative stress primarily by limiting CO2 assimilation and not by limiting photosynthetic light utilization.	33287999	Photosynthetic processes within chloroplasts require substantial amounts of magnesium (Mg).	Mg	magnesium
Mg deficiency induces photo-oxidative stress primarily by limiting CO2 assimilation and not by limiting photosynthetic light utilization.	33287999	It is suggested that the minimum Mg concentration for yield and dry matter (DM) formation is 1.5 mg g-1 DM.	DM	dry matter
Mg deficiency induces photo-oxidative stress primarily by limiting CO2 assimilation and not by limiting photosynthetic light utilization.	33287999	Leaf Mg concentrations, CO2 assimilation, photosystem II efficiency, electron transport rate, photochemical and non-photochemical quenching, expression of reactive oxygen species (ROS) scavengers, and the pigment composition were analyzed.	ROS	reactive oxygen species
Maize bHLH55 functions positively in salt tolerance through modulation of AsA biosynthesis by directly regulating GDP-mannose pathway genes.	33288001	Ascorbic acid (AsA) is an antioxidant and enzyme co-factor that is vital to plant development and abiotic stress tolerance.	AsA	Ascorbic acid
